sampling_location,sample_date,sample_time,top_sample_temperature_c,bottom_sample_temperature_c,site_actual_depth_ft,top_salinity_psu,bottom_salinity_psu,ctd_conductivity_temperature_depth_profiler_top_dissolved_oxygen_mg_l,top_nitrate_nitrite_mg_l,top_ammonium_mg_l,top_ortho_phosphorus_mg_l,top_total_kjeldhal_nitrogen_mg_l,top_silica_mg_l,total_phosphorus_mg_l,top_total_suspended_solid_mg_l,bottom_total_suspended_solid_mg_l,top_active_chlorophyll_a_g_l,long,lat,type
AC1,2015-08-05T00:00:00.000,11:22,,,0.4,,,,2.213,0.153,0.089,0.35,22.962,0.164,81,,7,,,Permanent
AC1,2019-08-05T00:00:00.000,11:06,,,0.5,,,,1.668,0.135,0.065,1.584,15.339,0.385,86,,164,-73.75175,40.763172,Permanent
AC1,2021-08-05T00:00:00.000,11:55,,,5.32,,,,0.474,0.389,0.164,1.281,7.67,0.34,40,,50.2,,,Permanent
AC1,2012-08-06T00:00:00.000,10:15,,,0.5,,,,2.17,0.31,0.151,1.99,19.8,0.696,104,,10.7,,,Permanent
AC1,2014-08-07T00:00:00.000,11:52,,,3.6,,,,0.635,0.268,0.225,0.843,8.323,0.396,48,,16.7,,,Permanent
AC1,2011-08-08T00:00:00.000,10:16,,,6.1,,,,1.21,0.342,0.231,0.351,12.9,0.817,11,,3.1,,,Permanent
AC1,2010-08-09T00:00:00.000,10:35,,,6.6,,,,0.226,0.114,0.181,0.747,4.05,0.27,7.8,,32.6,,,Permanent
AC1,2018-08-09T00:00:00.000,10:46 AM,,,7,,,,0.197,0.613,0.216,1.092,4.149,0.377,45,,55.4,-73.75175,40.76317,Permanent
AC1,2016-09-01T00:00:00.000,10:48,,,6.3,,,,0.04,0.14,0.18,0.71,4.87,0.24,23,,31.8,-73.75175,40.76317,Permanent
AC1,2022-09-01T00:00:00.000,10:47,,,0.28,,,,,,,,,,,,,,,Permanent
AC1,2012-09-10T00:00:00.000,10:33,,,3.5,,,,2.12,0.312,0.143,1.15,16.9,0.268,31,,6.3,,,Permanent
AC1,2014-09-11T00:00:00.000,11:12,,,2.9,,,,0.246,0.244,0.256,0.842,5.192,0.473,30,,10.1,,,Permanent
AC1,2019-09-12T00:00:00.000,11:02,,,6.5,,,,0.306,0.365,0.143,2.32,5.587,0.253,13,,19.9,-73.75175,40.763172,Permanent
AC1,2010-09-13T00:00:00.000,11:15,,,0.1,,,,2.02,0.278,0.118,2.76,20.9,0.376,57.2,,11,,,Permanent
AC1,2018-09-13T00:00:00.000,11:31 AM,,,2.62,,,,1.392,0.402,0.145,1.175,19.9,0.56,55,,2.16,-73.75175,40.76317,Permanent
AC1,2009-09-14T00:00:00.000,11:22,,,1.9,,,,1.45,0.429,0.153,1.13,13.6,0.287,18.6,,1.9,,,Permanent
AC1,2011-09-14T00:00:00.000,10:33,,,3.91,,,,0.31,0.611,0.242,1.39,5.98,0.4,30,,4.9,,,Permanent
AC1,2017-09-14T00:00:00.000,11:14,,,0.53,,,,1.433,0.218,0.151,1.51,13.861,0.859,77,,17.6,-73.75175,40.76317,Permanent
AC1,2023-09-14T00:00:00.000,11:13,,,6.7,,,,0.272,0.288,0.243,1.284,4.754,0.464,47,,35.8,,,Permanent
AC1,2016-09-15T00:00:00.000,11:14,,,7.2,,,,0.44,0.31,0.12,1.11,5.8,0.25,27,,13.4,-73.75175,40.76317,Permanent
AC1,2020-09-15T00:00:00.000,11:16,,,4.32,,,,0.569,0.339,0.033,0.995,7.037,0.189,57,,23.3,-73.75175,40.76317,Permanent
AC1,2015-09-16T00:00:00.000,11:01,,,2.5,,,,1.157,0.556,0.192,1.53,17.74,0.491,73,,16.6,,,Permanent
AC1,2021-09-16T00:00:00.000,10:19,,,5.56,,,,0.573,0.505,0.154,1.328,8.78,0.347,32,,23.3,,,Permanent
AC1,2012-09-17T00:00:00.000,10:30,,,4.5,,,,0.464,0.498,0.2,1.56,7.86,0.399,50,,12.32,,,Permanent
AC1,2013-09-18T00:00:00.000,10:23,,,8,,,,0.32,0.22,0.19,1.24,5.94,0.3,14,,25.7,,,Permanent
AC1,2014-09-18T00:00:00.000,11:00,,,2.6,,,,1.654,0.269,0.169,0.503,13.546,0.278,24,,9.12,,,Permanent
AC1,2011-09-19T00:00:00.000,11:56,,,1.02,,,,1.71,0.198,0.07,2.07,23.3,0.258,46,,35.8,,,Permanent
AC1,2015-09-02T00:00:00.000,11:25,,,0.55,,,,1.79,0.293,0.182,1.92,20.441,0.565,64,,11.6,,,Permanent
AC1,2018-09-20T00:00:00.000,11:05 AM,,,5.7,,,,0.555,0.357,0.181,0.99,7.234,0.354,13,,9.8,-73.75175,40.76317,Permanent
AC1,2009-09-21T00:00:00.000,10:33,,,1.9,,,,1.75,0.426,0.131,1.55,17.5,0.278,41.6,,4.2,,,Permanent
AC1,2010-09-21T00:00:00.000,10:47,,,6.8,,,,0.178,0.064,0.124,2.16,4.26,0.168,10.8,,16.1,,,Permanent
AC1,2016-09-22T00:00:00.000,11:54,,,0.4,,,,1.54,0.14,0.09,2.11,18.95,0.63,134,,156,-73.75175,40.76317,Permanent
AC1,2015-09-23T00:00:00.000,10:33,,,2.59,,,,1.303,0.434,0.186,0.972,14.358,0.294,37,,4.78,,,Permanent
AC1,2021-09-23T00:00:00.000,10:39,,,3.38,,,,0.287,0.218,0.134,1.037,6.202,0.413,66,,61.5,,,Permanent
AC1,2012-09-24T00:00:00.000,9:52,,,4.2,,,,1.64,0.34,0.135,0.808,14.3,0.232,15,,6.95,,,Permanent
AC1,2013-09-24T00:00:00.000,10:33,,,1,,,,2.15,1.64,0.26,2.6,23.5,0.63,114,,4.9,,,Permanent
AC1,2014-09-25T00:00:00.000,10:58,,,4.9,,,,0.212,0.196,0.135,0.89,4.525,0.275,32,,25.2,,,Permanent
AC1,2017-09-25T00:00:00.000,12:01,,,2.46,,,,1.8,0.363,0.169,0.894,19.906,0.292,41,,8.16,-73.75175,40.76317,Permanent
AC1,2020-09-25T00:00:00.000,9:57,,,3.52,,,,0.665,0.289,,0.815,7.169,0.258,38,,6.4,-73.75175,40.76317,Permanent
AC1,2011-09-26T00:00:00.000,11:41,,,7.3,,,,0.425,0.147,0.167,0.838,3.17,0.265,2,,25.7,,,Permanent
AC1,2019-09-26T00:00:00.000,11:48,,,4.91,,,,0.476,0.271,0.106,0.813,8.836,0.243,26,,26.4,-73.75175,40.763172,Permanent
AC1,2010-09-27T00:00:00.000,10:17,,,0.9,,,,0.529,0.38,0.151,2.22,6.18,0.72,156.8,,9.7,,,Permanent
AC1,2018-09-27T00:00:00.000,11:14 AM,,,5.81,,,,0.591,0.405,0.073,1.318,7.44,0.512,143,,13.4,-73.75175,40.76317,Permanent
AC1,2009-09-28T00:00:00.000,13:33,,,0.5,,,,2.32,0.268,0.135,4.95,19.1,0.473,126,,5.3,,,Permanent
AC1,2016-09-29T00:00:00.000,11:11,,,8.2,,,,0.39,0.45,0.2,1.04,6.95,0.32,67,,16.1,-73.75175,40.76317,Permanent
AC1,2022-09-29T00:00:00.000,10:47,,,2.23,,,,,,,,,,,,,,,Permanent
AC1,2013-09-03T00:00:00.000,10:57,,,6.5,,,,0.14,0.4,0.23,1.45,4.98,0.37,14,,61.4,,,Permanent
AC1,2020-09-03T00:00:00.000,10:13,,,3.5,,,,0.735,0.502,0.146,1.476,9.264,0.55,102,,16.9,-73.75175,40.76317,Permanent
AC1,2015-09-30T00:00:00.000,11:22,,,4.9,,,,0.28,0.459,0.179,1.025,5.149,0.319,58,,34.8,,,Permanent
AC1,2021-09-30T00:00:00.000,10:55,,,1.91,,,,1.2,0.442,0.13,0.896,12.6,0.257,36,,12.7,,,Permanent
AC1,2012-09-04T00:00:00.000,10:19,,,0.5,,,,1.9,0.193,0.123,1.47,18.6,0.347,60,,7.9,,,Permanent
AC1,2014-09-04T00:00:00.000,10:52,,,0.7,,,,0.488,0.3,0.298,0.682,6.955,0.575,32,,14,,,Permanent
AC1,2011-09-06T00:00:00.000,11:29,,,3.76,,,,1.24,0.341,0.157,1.2,12.8,0.473,76,,11.3,,,Permanent
AC1,2018-09-06T00:00:00.000,10:52 AM,,,5.72,,,,0.164,0.31,0.257,0.681,5.661,0.422,14,,10.3,-73.75175,40.76317,Permanent
AC1,2017-09-07T00:00:00.000,11:27,,,5.91,,,,0.373,0.837,0.221,1.598,6.502,0.405,18,,25.6,-73.75175,40.76317,Permanent
AC1,2009-09-08T00:00:00.000,10:48,,,1.2,,,,1.84,0.354,0.126,1.06,18,0.252,30,,12.1,,,Permanent
AC1,2010-09-08T00:00:00.000,10:43,,,6.8,,,,0.28,0.064,0.175,2.32,3.64,0.34,78.8,,62.7,,,Permanent
AC1,2013-09-09T00:00:00.000,10:16,,,0.7,,,,1.97,1.66,0.28,3.75,22.8,0.74,121,,9,,,Permanent
AC1,2016-09-09T00:00:00.000,11:18,,,0.4,,,,1.87,0.2,,0.85,20.5,0.35,238,,33.1,-73.75175,40.76317,Permanent
AC2,2021-01-11T00:00:00.000,,,,,,,,,,,,,,,,,,,Permanent
AC2,2015-01-14T00:00:00.000,9:41,,,2.38,,,,1.732,0.108,0.032,0.389,19.1,0.074,17,,8.5,,,Permanent
AC2,2014-01-16T00:00:00.000,10:04,,,5.5,,,,0.902,0.341,0.099,0.727,6.24,0.295,92,,2.5,,,Permanent
AC2,2019-01-16T00:00:00.000,10:38,,,0.68,,,,2.05,0.104,0.032,0.595,18.3,0.223,23,,5.54,-73.751008,40.761904,Permanent
AC2,2024-01-17T00:00:00.000,,,,,,,,2.253,0.045,0.033,0.473,21.2,0.131,19,,6.2,,,Permanent
AC2,2018-01-23T00:00:00.000,11:16 AM,,,0.5,,,,1.94,0.124,0.02,0.563,14.914,0.092,20,,8.08,-73.75101,40.7619,Permanent
AC2,2014-01-27T00:00:00.000,9:17,,,4.1,,,,1.39,0.221,0.07,0.332,12.4,0.091,14,,4,,,Permanent
AC2,2022-01-04T00:00:00.000,,,,,,,,,,,,,,,,,,,Permanent
AC2,2023-01-04T00:00:00.000,,,,,,,,,,,,,,,,,,,Permanent
AC2,2017-01-05T00:00:00.000,10:43,,,0.93,,,,2.79,0.06,0.032,0.511,23.596,0.218,7,,1.54,-73.75101,40.7619,Permanent
AC2,2014-01-09T00:00:00.000,10:18,,,1.1,,,,2.62,0.03,0.025,0.517,24.4,0.067,55,,8.4,,,Permanent
AC2,2020-01-09T00:00:00.000,,,,,,,,,,,,,,,,,-73.75101,40.7619,Permanent
AC2,2020-10-01T00:00:00.000,,,,,,,,,,,,,,,,,-73.75101,40.7619,Permanent
AC2,2017-10-13T00:00:00.000,10:29,,,1.94,,,,1.804,0.171,,1.12,11,0.433,101,,70.8,-73.75101,40.7619,Permanent
AC2,2016-10-14T00:00:00.000,10:43,,,6.4,,,,1.01,0.34,,0.97,11.83,0.23,54,,10.8,-73.75101,40.7619,Permanent
AC2,2020-10-16T00:00:00.000,,,,,,,,,,,,,,,,,-73.75101,40.7619,Permanent
AC2,2018-10-17T00:00:00.000,10:57 AM,,,0.5,,,,1.565,0.609,0.032,1.172,21.848,0.115,34,,27.2,-73.75101,40.7619,Permanent
AC2,2019-10-18T00:00:00.000,11:08,,,1.02,,,,2.17,0.055,,0.299,25.9,0.053,9,,3.608,-73.751008,40.761904,Permanent
AC2,2014-10-02T00:00:00.000,11:01,,,0.5,,,,1.457,0.076,0.032,1.29,24.524,0.459,45,,43.3,,,Permanent
AC2,2023-10-02T00:00:00.000,,,,,,,,,,,,,,,,,,,Permanent
AC2,2016-10-20T00:00:00.000,11:16,,,0.6,,,,1.53,0.12,0.03,0.51,21.56,0.07,4,,4.34,-73.75101,40.7619,Permanent
AC2,2022-10-20T00:00:00.000,,,,,,,,,,,,,,,,,,,Permanent
AC2,2015-10-21T00:00:00.000,10:16,,,1.04,,,,1.553,0.044,0.034,0.706,25.172,0.157,33,,13,,,Permanent
AC2,2021-10-21T00:00:00.000,,,,,,,,,,,,,,,,,,,Permanent
AC2,2020-10-22T00:00:00.000,,,,,,,,,,,,,,,,,-73.75101,40.7619,Permanent
AC2,2019-10-24T00:00:00.000,11:26,,,3.51,,,,0.829,0.223,0.109,0.612,10.595,0.118,19,,1.27,-73.751008,40.761904,Permanent
AC2,2018-10-25T00:00:00.000,10:48 AM,,,5.89,,,,1.11,0.405,0.075,1.278,12.8,0.304,96,,8.84,-73.75101,40.7619,Permanent
AC2,2017-10-26T00:00:00.000,11:10,,,1,,,,1.629,0.044,0.032,0.374,19.185,0.031,13,,39.5,-73.75101,40.7619,Permanent
AC2,2023-10-26T00:00:00.000,11:41,,,5.4,,,,0.427,0.373,0.113,0.562,5.443,0.185,13,,5.46,,,Permanent
AC2,2015-10-28T00:00:00.000,10:39,,,7.2,,,,1.718,0.261,0.078,0.785,21.334,0.134,25,,5.2,,,Permanent
AC2,2019-10-03T00:00:00.000,11:12,,,1,,,,1.842,0.201,0.042,0.761,23,0.053,12,,6.34,-73.751008,40.761904,Permanent
AC2,2024-10-03T00:00:00.000,11:08,,,5.89,,,,0.511,0.385,0.125,1.028,7.593,0.298,75,,77.4,,,Permanent
AC2,2019-10-31T00:00:00.000,10:58,,,1.25,,,,1.53,0.087,0.033,2.162,18.184,0.167,19,,3.32,-73.751008,40.761904,Permanent
AC2,2018-10-04T00:00:00.000,11:04 AM,,,1.78,,,,1.27,0.15,0.054,0.799,12.935,0.173,20,,31.2,-73.75101,40.7619,Permanent
AC2,2017-10-05T00:00:00.000,10:49,,,5.92,,,,0.335,0.201,0.203,0.847,5.692,0.276,20,,16.2,-73.75101,40.7619,Permanent
AC2,2016-10-06T00:00:00.000,10:53,,,0.8,,,,1.78,0.24,0.03,0.81,20.18,0.08,43,,39.6,-73.75101,40.7619,Permanent
AC2,2022-10-06T00:00:00.000,,,,,,,,,,,,,,,,,,,Permanent
AC2,2015-10-07T00:00:00.000,9:41,,,5.53,,,,0.702,0.604,0.129,1,12.129,0.174,21,,2.7,,,Permanent
AC2,2019-10-07T00:00:00.000,10:41,,,1.57,,,,0.511,0.472,0.079,0.71,7.197,0.156,14,,2.59,-73.751008,40.761904,Permanent
AC2,2020-10-07T00:00:00.000,,,,,,,,,,,,,,,,,-73.75101,40.7619,Permanent
AC2,2021-10-07T00:00:00.000,,,,,,,,,,,,,,,,,,,Permanent
AC2,2022-11-15T00:00:00.000,,,,,,,,,,,,,,,,,,,Permanent
AC2,2023-11-15T00:00:00.000,11:35,,,6.74,,,,0.555,0.101,0.109,0.491,5.28,0.165,17,,9.96,,,Permanent
AC2,2017-11-16T00:00:00.000,10:59,,,6,,,,1.362,0.151,0.032,0.4,11.887,0.019,19,,5.3,-73.75101,40.7619,Permanent
AC2,2015-11-17T00:00:00.000,10:52,,,0.82,,,,2.147,0.14,0.035,0.334,28.834,0.035,9,,14.4,,,Permanent
AC2,2020-11-17T00:00:00.000,,,,,,,,,,,,,,,,,-73.75101,40.7619,Permanent
AC2,2021-11-17T00:00:00.000,,,,,,,,,,,,,,,,,,,Permanent
AC2,2024-11-18T00:00:00.000,11:00,,,6.41,,,,0.86,0.191,0.098,0.577,7.993,0.265,59,,5.1,,,Permanent
AC2,2014-11-19T00:00:00.000,11:23,,,2.5,,,,1.769,0.104,0.032,0.34,19.091,0.126,18,,4.36,,,Permanent
AC2,2018-11-20T00:00:00.000,10:42 AM,,,6,,,,0.83,0.216,0.032,0.405,6.963,0.142,11,,2.06,-73.75101,40.7619,Permanent
AC2,2019-11-21T00:00:00.000,10:43,,,0.02,,,,,,,,,,,,,-73.751008,40.761904,Permanent
AC2,2016-11-03T00:00:00.000,10:37,,,1.4,,,,1.98,0.27,0.03,0.44,25.95,0.02,12,,2.45,-73.75101,40.7619,Permanent
AC2,2020-12-01T00:00:00.000,,,,,,,,,,,,,,,,,-73.75101,40.7619,Permanent
AC2,2014-12-11T00:00:00.000,10:50,,,1.71,,,,1.053,0.03,0.032,0.166,23.074,<0.019,4,,10.9,,,Permanent
AC2,2013-12-12T00:00:00.000,10:12,,,0.5,,,,2.22,0.32,0.07,1.2,24.4,0.09,15,,4.5,,,Permanent
AC2,2017-12-12T00:00:00.000,11:03,,,0.52,,,,2.41,0.112,0.032,0.745,17.976,0.203,61,,9.64,-73.75101,40.7619,Permanent
AC2,2023-12-12T00:00:00.000,11:06,,,6.49,,,,0.461,0.164,0.065,0.904,4.24,0.245,90,,3.7,,,Permanent
AC2,2018-12-13T00:00:00.000,10:42 AM,,,1.3,,,,2.48,0.097,0.032,0.298,24.304,0.034,5,,12.3,-73.75101,40.7619,Permanent
AC2,2022-12-13T00:00:00.000,,,,,,,,,,,,,,,,,,,Permanent
AC2,2021-12-14T00:00:00.000,,,,,,,,,,,,,,,,,,,Permanent
AC2,2015-12-16T00:00:00.000,11:10,,,1.8,,,,2.455,0.128,0.072,0.622,23.198,0.213,59,,13.8,,,Permanent
AC2,2013-12-19T00:00:00.000,9:26,,,1.1,,,,2.12,0.8,0.11,2.72,21.3,0.63,321,,8,,,Permanent
AC2,2024-12-02T00:00:00.000,10:49,,,5.66,,,,0.881,0.21,0.136,0.628,6.156,0.289,83,,3.2,,,Permanent
AC2,2013-12-26T00:00:00.000,10:09,,,1.3,,,,1.12,0.36,0.13,1.15,10.2,0.21,40,,23.2,,,Permanent
AC2,2013-12-30T00:00:00.000,9:08,,,4,,,,0.7,0.31,0.11,0.71,5.25,0.2,45,,2.6,,,Permanent
AC2,2019-12-04T00:00:00.000,10:28,,,0.5,,,,2.623,0.065,0.033,1.09,20.515,0.111,43,,3.85,-73.751008,40.761904,Permanent
AC2,2016-12-08T00:00:00.000,10:59,,,0.7,,,,2,0.07,0.03,0.65,22.8,0.11,20,,4.68,-73.75101,40.7619,Permanent
AC2,2014-02-11T00:00:00.000,9:26,,,4.5,,,,1.8,0.133,0.059,0.544,13.6,0.088,10,,8.9,,,Permanent
AC2,2015-02-11T00:00:00.000,11:53,,,2.2,,,,1.494,0.213,0.032,0.452,21.379,0.08,3,,12.1,,,Permanent
AC2,2017-02-16T00:00:00.000,10:55,,,0.58,,,,2.53,0.021,0.032,1.491,21.688,0.432,34,,0.91,-73.75101,40.7619,Permanent
AC2,2023-02-16T00:00:00.000,,,,,,,,,,,,,,,,,,,Permanent
AC2,2022-02-17T00:00:00.000,,,,,,,,,,,,,,,,,,,Permanent
AC2,2014-02-18T00:00:00.000,9:45,,,0.5,,,,3.32,0.116,0.043,1.14,23.3,0.123,50,,4,,,Permanent
AC2,2021-02-23T00:00:00.000,,,,,,,,,,,,,,,,,,,Permanent
AC2,2014-02-25T00:00:00.000,10:25,,,0.5,,,,2.61,0.029,0.037,1.22,23.1,0.228,93,,19,,,Permanent
AC2,2014-02-04T00:00:00.000,,,,,,,,,,,,,,,,,,,Permanent
AC2,2020-02-06T00:00:00.000,,,,,,,,,,,,,,,,,-73.75101,40.7619,Permanent
AC2,2019-02-07T00:00:00.000,10:54,,,4.97,,,,1.12,0.317,0.032,1.16,8.752,0.292,72,,11.4,-73.751008,40.761904,Permanent
AC2,2018-02-08T00:00:00.000,11:36 AM,,,1.01,,,,2.035,0.039,0.032,0.539,19.3,0.06,11,,2.42,-73.75101,40.7619,Permanent
AC2,2024-02-08T00:00:00.000,11:38,,,6.23,,,,0.405,0.045,0.051,0.601,2.846,0.182,15,,7.3,,,Permanent
AC2,2016-02-09T00:00:00.000,11:10,,,8.1,,,,0.95,0.07,0.04,0.41,5.59,0.11,26,,11.2,-73.75101,40.7619,Permanent
AC2,2022-03-10T00:00:00.000,,,,,,,,,,,,,,,,,,,Permanent
AC2,2015-03-11T00:00:00.000,10:56,,,1.57,,,,2.006,0.045,0.032,0.369,19,0.043,8,,10.2,,,Permanent
AC2,2018-03-12T00:00:00.000,11:23 AM,,,3.09,,,,0.913,0.223,0.032,1.01,7.059,0.176,31,,5.61,-73.75101,40.7619,Permanent
AC2,2020-03-12T00:00:00.000,,,,,,,,,,,,,,,,,-73.75101,40.7619,Permanent
AC2,2014-03-13T00:00:00.000,10:26,,,3.8,,,,1.08,0.244,0.056,1.743,8.6,0.185,99,,10.6,,,Permanent
AC2,2019-03-14T00:00:00.000,10:34,,,1.17,,,,2.37,0.314,0.032,1.44,23.037,0.201,48,,68,-73.751008,40.761904,Permanent
AC2,2023-03-16T00:00:00.000,,,,,,,,,,,,,,,,,,,Permanent
AC2,2021-03-17T00:00:00.000,,,,,,,,,,,,,,,,,,,Permanent
AC2,2014-03-18T00:00:00.000,10:32,,,0.2,,,,2.62,0.02,0.037,1.115,24.1,0.041,9,,12.1,,,Permanent
AC2,2017-03-23T00:00:00.000,10:47,,,2.55,,,,2.194,0.047,0.032,0.647,18.649,0.031,6,,1.1,-73.75101,40.7619,Permanent
AC2,2014-03-25T00:00:00.000,9:21,,,3.7,,,,1.06,0.171,0.055,1.072,5.54,0.115,24,,10.7,,,Permanent
AC2,2024-03-25T00:00:00.000,10:33,,,5.73,,,,0.924,0.225,0.061,1.083,8.835,0.282,141,,11.5,,,Permanent
AC2,2014-03-31T00:00:00.000,10:01,,,3.3,,,,1.14,0.267,0.086,2.465,12,0.526,176,,12.5,,,Permanent
AC2,2014-03-04T00:00:00.000,10:55,,,2.9,,,,0.566,0.194,0.052,1.35,2.75,0.258,82,,20.8,,,Permanent
AC2,2016-03-09T00:00:00.000,10:51,,,7,,,,0.65,0.08,0.03,0.66,3.18,0.12,16,,25.5,-73.75101,40.7619,Permanent
AC2,2023-04-10T00:00:00.000,,,,,,,,,,,,,,,,,,,Permanent
AC2,2018-04-12T00:00:00.000,11:10 AM,,,4.1,,,,0.339,0.104,0.032,0.732,3.487,0.169,30,,35.6,-73.75101,40.7619,Permanent
AC2,2024-04-15T00:00:00.000,11:12,,,0.31,,,,1.803,0.045,0.033,0.855,15.1,0.089,21,,18.6,,,Permanent
AC2,2019-04-17T00:00:00.000,11:15,,,6.38,,,,0.75,0.226,0.032,0.682,8.941,0.187,28,,16.8,-73.751008,40.761904,Permanent
AC2,2021-04-20T00:00:00.000,,,,,,,,,,,,,,,,,,,Permanent
AC2,2022-04-20T00:00:00.000,,,,,,,,,,,,,,,,,,,Permanent
AC2,2016-04-04T00:00:00.000,10:50,,,5.1,,,,0.28,0.13,0.04,0.64,2.8,0.13,23,,16.5,-73.75101,40.7619,Permanent
AC2,2017-04-06T00:00:00.000,11:00,,,4.19,,,,0.583,0.021,0.032,0.763,5.7,0.126,11,,39.8,-73.75101,40.7619,Permanent
AC2,2014-04-08T00:00:00.000,10:10,,,0.9,,,,1.5,0.055,0.041,1.017,12.5,0.113,26,,21.7,,,Permanent
AC2,2015-04-09T00:00:00.000,11:24,,,1.88,,,,1.579,0.021,0.032,0.853,20.535,0.096,9,,32.8,,,Permanent
AC2,2024-05-01T00:00:00.000,11:04,,,0.25,,,,1.68,0.045,0.033,1.222,13.1,0.288,53,,35.6,,,Permanent
AC2,2018-05-10T00:00:00.000,11:31 AM,,,1.43,,,,0.992,0.104,0.032,0.924,5.503,0.167,30,,49.8,-73.75101,40.7619,Permanent
AC2,2017-05-11T00:00:00.000,11:04,,,5.04,,,,0.557,0.221,0.055,0.767,5.347,0.234,63,,3.05,-73.75101,40.7619,Permanent
AC2,2023-05-11T00:00:00.000,,,,,,,,,,,,,,,,,,,Permanent
AC2,2016-05-12T00:00:00.000,10:29,,,0.9,,,,1.83,0.04,0.03,0.48,14.78,0.02,4,,5.18,-73.75101,40.7619,Permanent
AC2,2022-05-12T00:00:00.000,,,,,,,,,,,,,,,,,,,Permanent
AC2,2018-05-14T00:00:00.000,10:59 AM,,,5.85,,,,0.487,0.202,0.046,0.911,3.002,0.162,10,,16.3,-73.75101,40.7619,Permanent
AC2,2024-05-16T00:00:00.000,11:05,,,1.34,,,,1.626,0.162,0.033,0.975,11.831,0.19,46,,12.9,,,Permanent
AC2,2017-05-18T00:00:00.000,11:06,,,0.32,,,,1.39,0.021,0.032,0.391,21.647,0.021,3,,4.96,-73.75101,40.7619,Permanent
AC2,2016-05-19T00:00:00.000,10:56,,,5,,,,0.64,0.24,0.05,0.4,5.97,0.07,9,,6.9,-73.75101,40.7619,Permanent
AC2,2021-05-19T00:00:00.000,,,,,,,,,,,,,,,,,,,Permanent
AC2,2022-05-19T00:00:00.000,,,,,,,,,,,,,,,,,,,Permanent
AC2,2015-05-20T00:00:00.000,11:46,,,2.3,,,,0.801,0.248,0.109,0.942,7.607,0.375,57,,8.2,,,Permanent
AC2,2018-05-21T00:00:00.000,10:39 AM,,,0.54,,,,1.338,0.062,0.032,0.956,6.206,0.06,19,,5.43,-73.75101,40.7619,Permanent
AC2,2014-05-22T00:00:00.000,10:01,,,1.9,,,,0.232,0.315,0.111,0.912,1.64,0.333,40,,20.9,,,Permanent
AC2,2019-05-23T00:00:00.000,10:46,,,0.81,,,,2.04,0.062,0.032,0.502,14.793,0.019,7,,54.7,-73.751008,40.761904,Permanent
AC2,2017-05-25T00:00:00.000,11:23,,,7.07,,,,0.666,0.417,0.032,0.691,11.6,0.137,10,,14.3,-73.75101,40.7619,Permanent
AC2,2016-05-26T00:00:00.000,12:00,,,1.4,,,,1.75,0.1,0.03,0.53,14.92,0.02,2,,16.4,-73.75101,40.7619,Permanent
AC2,2022-05-26T00:00:00.000,,,,,,,,,,,,,,,,,,,Permanent
AC2,2015-05-28T00:00:00.000,10:58,,,1.1,,,,0.192,0.292,0.114,0.646,4.293,0.192,13,,4.66,,,Permanent
AC2,2014-05-29T00:00:00.000,10:43,,,4.6,,,,0.576,0.349,0.131,1.15,6.21,0.353,65,,12.7,,,Permanent
AC2,2018-05-03T00:00:00.000,10:30 AM,,,0.15,,,,1.761,0.101,0.032,0.577,18.042,0.048,17,,14,-73.75101,40.7619,Permanent
AC2,2017-05-04T00:00:00.000,11:17,,,0.8,,,,1.589,0.043,0.032,0.913,22.009,0.315,105,,10.4,-73.75101,40.7619,Permanent
AC2,2019-05-09T00:00:00.000,11:04,,,0.81,,,,2.113,0.327,0.032,0.537,18.361,0.021,7,,7.02,-73.751008,40.761904,Permanent
AC2,2015-06-01T00:00:00.000,11:05,,,5.2,,,,0.929,0.334,0.032,1.019,4.96,0.167,44,,1.09,,,Permanent
AC2,2015-06-10T00:00:00.000,11:11,,,0.4,,,,1.551,0.229,0.032,0.323,8.187,0.018,5,,2.54,,,Permanent
AC2,2021-06-10T00:00:00.000,,,,,,,,,,,,,,,,,,,Permanent
AC2,2020-06-11T00:00:00.000,,,,,,,,,,,,,,,,,-73.75101,40.7619,Permanent
AC2,2014-06-12T00:00:00.000,11:32,,,5.4,,,,0.285,0.229,,0.844,3.72,0.244,15,,29.7,,,Permanent
AC2,2018-06-14T00:00:00.000,11:31 AM,,,5.72,,,,0.34,0.063,0.054,0.714,4.841,0.296,73,,63.4,-73.75101,40.7619,Permanent
AC2,2017-06-15T00:00:00.000,12:51,,,1.2,,,,1.608,0.066,0.032,0.508,20.998,0.059,7,,19.4,-73.75101,40.7619,Permanent
AC2,2023-06-15T00:00:00.000,,,,,,,,,,,,,,,,,,,Permanent
AC2,2016-06-16T00:00:00.000,11:24,,,4.5,,,,0.24,0.25,0.1,0.69,4.26,0.2,15,,22.2,-73.75101,40.7619,Permanent
AC2,2022-06-16T00:00:00.000,,,,,,,,,,,,,,,,,,,Permanent
AC2,2015-06-17T00:00:00.000,10:25,,,2.3,,,,1.062,0.35,0.116,0.725,10.896,0.23,49,,12.7,,,Permanent
AC2,2019-06-20T00:00:00.000,10:35,,,2,,,,1.76,0.155,0.033,0.665,19.283,0.038,3,,3.38,-73.751008,40.761904,Permanent
AC2,2018-06-21T00:00:00.000,11:17 AM,,,0.26,,,,1.138,0.146,0.036,1.46,14.3,0.274,29,,50.3,-73.75101,40.7619,Permanent
